candidate,office,seat,election_year,filing_date,reporting_period,date,vendor_raw,vendor_normalized,purpose,amount,in_kind,is_incremental,source_filing,document_id,line_no,extraction_confidence,extract_method,needs_review
Bob Bedore,Council,District 2,2023,2023-08-25,Primary Election Report,2023-06-05,West Jordan,West Jordan,Declaration Fee,25.00,False,True,raw/easyvote/2023_Bedore_Primary-Election-Report_37E541BF.pdf,37E541BF,179,high,easyvote_schedab/text,0
Bob Bedore,Council,District 2,2023,2023-08-25,Primary Election Report,2023-06-20,Sticker Giant,Sticker Giant,Stickers,240.44,False,True,raw/easyvote/2023_Bedore_Primary-Election-Report_37E541BF.pdf,37E541BF,180,high,easyvote_schedab/text,0
Bob Bedore,Council,District 2,2023,2023-08-25,Primary Election Report,2023-06-20,Custom Ink,Custom Ink,Shirts,217.36,False,True,raw/easyvote/2023_Bedore_Primary-Election-Report_37E541BF.pdf,37E541BF,181,high,easyvote_schedab/text,0
Bob Bedore,Council,District 2,2023,2023-08-25,Primary Election Report,2023-06-23,Custom Ink,Custom Ink,More Shirts,150.93,False,True,raw/easyvote/2023_Bedore_Primary-Election-Report_37E541BF.pdf,37E541BF,182,high,easyvote_schedab/text,0
Bob Bedore,Council,District 2,2023,2023-08-25,Primary Election Report,2023-06-26,Sugarhouse Awning,Sugarhouse Awning,Yard Signs,660.79,False,True,raw/easyvote/2023_Bedore_Primary-Election-Report_37E541BF.pdf,37E541BF,183,high,easyvote_schedab/text,0
Bob Bedore,Council,District 2,2023,2023-08-25,Primary Election Report,2023-06-29,Sam's Club,Sam's Club,"Parade Supplies (Candy, Wagon)",315.68,False,True,raw/easyvote/2023_Bedore_Primary-Election-Report_37E541BF.pdf,37E541BF,184,high,easyvote_schedab/text,0
Bob Bedore,Council,District 2,2023,2023-08-25,Primary Election Report,2023-06-29,Office Max,Office Max,Printing of Flyers,293.35,False,True,raw/easyvote/2023_Bedore_Primary-Election-Report_37E541BF.pdf,37E541BF,186,high,easyvote_schedab/text,0
Bob Bedore,Council,District 2,2023,2023-08-25,Primary Election Report,2023-06-30,Wix,Wix,Website,347.49,False,True,raw/easyvote/2023_Bedore_Primary-Election-Report_37E541BF.pdf,37E541BF,187,high,easyvote_schedab/text,0
Bob Bedore,Council,District 2,2023,2023-08-25,Primary Election Report,2023-07-24,Loyal Perch,Loyal Perch,West Jordan City Journal Ad,416.00,False,True,raw/easyvote/2023_Bedore_Primary-Election-Report_37E541BF.pdf,37E541BF,188,high,easyvote_schedab/text,0
Bob Bedore,Council,District 2,2023,2023-08-25,Primary Election Report,2023-08-01,Elections Salt Lake City Voter addresses and information,Elections Salt Lake City Voter addresses and information,,25.00,False,True,raw/easyvote/2023_Bedore_Primary-Election-Report_37E541BF.pdf,37E541BF,190,high,easyvote_schedab/text,0
