date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source
2020-01-07,2020,City Council Regular Meeting,Council,1,"to approve the Minutes of the Regular Meeting held December 17, 2019",Procedural/Administrative,Voice vote - all in favor,Lars Nordfelt,Tom Huynh,,,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,2,to approve Ordinance 19-49,Budget Amendment,7-0 Unanimous Pass,Karen Lang,Don Christensen,Don Christensen,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,2,to approve Ordinance 19-49,Budget Amendment,7-0 Unanimous Pass,Karen Lang,Don Christensen,Jake Fitisemanu,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,2,to approve Ordinance 19-49,Budget Amendment,7-0 Unanimous Pass,Karen Lang,Don Christensen,Karen Lang,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,2,to approve Ordinance 19-49,Budget Amendment,7-0 Unanimous Pass,Karen Lang,Don Christensen,Lars Nordfelt,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,2,to approve Ordinance 19-49,Budget Amendment,7-0 Unanimous Pass,Karen Lang,Don Christensen,Ron Bigelow,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,2,to approve Ordinance 19-49,Budget Amendment,7-0 Unanimous Pass,Karen Lang,Don Christensen,Steve Buhler,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,2,to approve Ordinance 19-49,Budget Amendment,7-0 Unanimous Pass,Karen Lang,Don Christensen,Tom Huynh,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,3,to approve Resolution 19-170,Contract/Purchase,7-0 Unanimous Pass,Don Christensen,Lars Nordfelt,Don Christensen,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,3,to approve Resolution 19-170,Contract/Purchase,7-0 Unanimous Pass,Don Christensen,Lars Nordfelt,Jake Fitisemanu,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,3,to approve Resolution 19-170,Contract/Purchase,7-0 Unanimous Pass,Don Christensen,Lars Nordfelt,Karen Lang,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,3,to approve Resolution 19-170,Contract/Purchase,7-0 Unanimous Pass,Don Christensen,Lars Nordfelt,Lars Nordfelt,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,3,to approve Resolution 19-170,Contract/Purchase,7-0 Unanimous Pass,Don Christensen,Lars Nordfelt,Ron Bigelow,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,3,to approve Resolution 19-170,Contract/Purchase,7-0 Unanimous Pass,Don Christensen,Lars Nordfelt,Steve Buhler,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,3,to approve Resolution 19-170,Contract/Purchase,7-0 Unanimous Pass,Don Christensen,Lars Nordfelt,Tom Huynh,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,4,to approve Resolution 19-171,Contract/Purchase,7-0 Unanimous Pass,Steve Buhler,Karen Lang,Don Christensen,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,4,to approve Resolution 19-171,Contract/Purchase,7-0 Unanimous Pass,Steve Buhler,Karen Lang,Jake Fitisemanu,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,4,to approve Resolution 19-171,Contract/Purchase,7-0 Unanimous Pass,Steve Buhler,Karen Lang,Karen Lang,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,4,to approve Resolution 19-171,Contract/Purchase,7-0 Unanimous Pass,Steve Buhler,Karen Lang,Lars Nordfelt,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,4,to approve Resolution 19-171,Contract/Purchase,7-0 Unanimous Pass,Steve Buhler,Karen Lang,Ron Bigelow,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,4,to approve Resolution 19-171,Contract/Purchase,7-0 Unanimous Pass,Steve Buhler,Karen Lang,Steve Buhler,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,4,to approve Resolution 19-171,Contract/Purchase,7-0 Unanimous Pass,Steve Buhler,Karen Lang,Tom Huynh,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,5,to approve Resolution 19-172,Interlocal,7-0 Unanimous Pass,Steve Buhler,Don Christensen,Don Christensen,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,5,to approve Resolution 19-172,Interlocal,7-0 Unanimous Pass,Steve Buhler,Don Christensen,Jake Fitisemanu,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,5,to approve Resolution 19-172,Interlocal,7-0 Unanimous Pass,Steve Buhler,Don Christensen,Karen Lang,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,5,to approve Resolution 19-172,Interlocal,7-0 Unanimous Pass,Steve Buhler,Don Christensen,Lars Nordfelt,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,5,to approve Resolution 19-172,Interlocal,7-0 Unanimous Pass,Steve Buhler,Don Christensen,Ron Bigelow,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,5,to approve Resolution 19-172,Interlocal,7-0 Unanimous Pass,Steve Buhler,Don Christensen,Steve Buhler,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,5,to approve Resolution 19-172,Interlocal,7-0 Unanimous Pass,Steve Buhler,Don Christensen,Tom Huynh,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,6,to approve Resolution 19-173,Land-Use/Zoning,7-0 Unanimous Pass,Karen Lang,Tom Huynh,Don Christensen,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,6,to approve Resolution 19-173,Land-Use/Zoning,7-0 Unanimous Pass,Karen Lang,Tom Huynh,Jake Fitisemanu,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,6,to approve Resolution 19-173,Land-Use/Zoning,7-0 Unanimous Pass,Karen Lang,Tom Huynh,Karen Lang,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,6,to approve Resolution 19-173,Land-Use/Zoning,7-0 Unanimous Pass,Karen Lang,Tom Huynh,Lars Nordfelt,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,6,to approve Resolution 19-173,Land-Use/Zoning,7-0 Unanimous Pass,Karen Lang,Tom Huynh,Ron Bigelow,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,6,to approve Resolution 19-173,Land-Use/Zoning,7-0 Unanimous Pass,Karen Lang,Tom Huynh,Steve Buhler,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Regular Meeting,Council,6,to approve Resolution 19-173,Land-Use/Zoning,7-0 Unanimous Pass,Karen Lang,Tom Huynh,Tom Huynh,Aye,minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,City Council Study Meeting,Council,1,"to approve the Minutes of the Study Meeting held December 17, 2019",Procedural/Administrative,Voice vote - all in favor,Steve Buhler,Jake Fitisemanu,,,minutes/2020/2020-01-06/2020-01-07_council-study-meeting.md
2020-01-07,2020,Municipal Building Authority Regular Meeting,MBA,1,"to approve the Minutes of the Special Meeting August 20, 2019",Procedural/Administrative,Voice vote - all in favor,Steve Buhler,Don Christensen,,,minutes/2020/2020-01-06/2020-01-07_municipal-building-authority-meeting.md
2020-01-07,2020,Municipal Building Authority Regular Meeting,MBA,2,to approve Resolution 20-01,Budget Amendment,7-0 Unanimous Pass,Don Christensen,Steve Buhler,Don Christensen,Aye,minutes/2020/2020-01-06/2020-01-07_municipal-building-authority-meeting.md
2020-01-07,2020,Municipal Building Authority Regular Meeting,MBA,2,to approve Resolution 20-01,Budget Amendment,7-0 Unanimous Pass,Don Christensen,Steve Buhler,Jake Fitisemanu,Aye,minutes/2020/2020-01-06/2020-01-07_municipal-building-authority-meeting.md
2020-01-07,2020,Municipal Building Authority Regular Meeting,MBA,2,to approve Resolution 20-01,Budget Amendment,7-0 Unanimous Pass,Don Christensen,Steve Buhler,Karen Lang,Aye,minutes/2020/2020-01-06/2020-01-07_municipal-building-authority-meeting.md
