candidate,office,seat,election_year,filing_date,reporting_period,date,vendor_raw,vendor_normalized,purpose,amount,in_kind,is_incremental,source_filing,document_id,line_no,extraction_confidence,extract_method,needs_review
Caleb Reeve,Mayor,Mayor,2021,2021-09-07,,2021-06-04,Provo City,Provo City,Campaign Fee,154.43,False,False,raw/cf_2021_4456_Caleb_Reeve.pdf,4456,52,high,provo_form/text,0
Caleb Reeve,Mayor,Mayor,2021,2021-09-07,,2021-06-23,Anna Soucy,Anna Soucy,Marketing Materials Design,156.00,True,False,raw/cf_2021_4456_Caleb_Reeve.pdf,4456,53,high,provo_form/text,0
Caleb Reeve,Mayor,Mayor,2021,2021-09-07,,2021-07-14,Fast Signs,Fast Signs,lawn signs,150.00,False,False,raw/cf_2021_4456_Caleb_Reeve.pdf,4456,54,high,provo_form/text,0
Caleb Reeve,Mayor,Mayor,2021,2021-09-07,,2021-08-10,Caleb Reeve,Caleb Reeve,refund,850.00,False,False,raw/cf_2021_4456_Caleb_Reeve.pdf,4456,55,high,provo_form/text,0
Kenneth Dudley,Mayor,Mayor,2021,2021-11-30,,2021-06-05,Provo City,Provo City,Filing fee,150.00,False,False,raw/cf_2021_4461_Kenneth_Dudley.pdf,4461,99,high,provo_form/text,0
Kenneth Dudley,Mayor,Mayor,2021,2021-11-30,,2021-06-25,Wix.com Hosting,Wix.com Hosting,Website,19.09,False,False,raw/cf_2021_4461_Kenneth_Dudley.pdf,4461,100,high,provo_form/text,0
Kenneth Dudley,Mayor,Mayor,2021,2021-11-30,,2021-06-29,Sam's Club,Sam's Club,Fundraiser,26.92,False,False,raw/cf_2021_4461_Kenneth_Dudley.pdf,4461,101,high,provo_form/text,0
Kenneth Dudley,Mayor,Mayor,2021,2021-11-30,,2021-07-01,BYU Food To Go,Byu Food To Go,Fundraiser,24.68,False,False,raw/cf_2021_4461_Kenneth_Dudley.pdf,4461,102,high,provo_form/text,0
Kenneth Dudley,Mayor,Mayor,2021,2021-11-30,,2021-07-01,Carol's Copy Center,Carol's Copy Center,Advertising -- Flyers,98.73,False,False,raw/cf_2021_4461_Kenneth_Dudley.pdf,4461,103,high,provo_form/text,0
Kenneth Dudley,Mayor,Mayor,2021,2021-11-30,,2021-07-01,Walmart,Walmart,Fundraiser,22.24,False,False,raw/cf_2021_4461_Kenneth_Dudley.pdf,4461,104,high,provo_form/text,0
