candidate,office,seat,election_year,filing_date,reporting_period,date,vendor_raw,vendor_normalized,purpose,amount,in_kind,is_incremental,source_filing,document_id,line_no,extraction_confidence,extract_method,needs_review
Kristie Overson,Mayor,,,2018-02-26,annual-2018-10667,,Taylorsville City,Taylorsville City,Council Chamber Rental,75.00,False,True,raw/2018_annual_Kristie-Overson_Annual-Financial-Statement_doc10667.pdf,10667,v1,medium,taylorsville_form/vision,0
Ernest Burgess,Council,District 1,,2020-03-01,annual-2020-10645,2019-12-30,Ernest Burgess,Ernest Burgess,repayment of loan,500.00,False,True,raw/2020_annual_Ernest-Burgess_Annual-Financial-Statement_doc10645.pdf,10645,v1,medium,taylorsville_form/vision,0
Anna Barbieri,Council,District 3,2021,2021-10-26,pre_general,2021-06-25,SLCC Printing,Slcc Printing,yard signs,120.74,False,False,raw/2021_campaign_Anna-Barbieri_Pre-General-Election-Disclosure_doc6920.pdf,6920,v1,medium,taylorsville_form/vision,0
Anna Barbieri,Council,District 3,2021,2021-10-26,pre_general,2021-06-28,Highland Golf Cart,Highland Golf Cart,Golf cart rental/parade,214.90,False,False,raw/2021_campaign_Anna-Barbieri_Pre-General-Election-Disclosure_doc6920.pdf,6920,v2,medium,taylorsville_form/vision,0
Anna Barbieri,Council,District 3,2021,2021-10-26,pre_general,2021-07-02,Lisa Dodge,Lisa Dodge,Golf cart decoration,800.00,False,False,raw/2021_campaign_Anna-Barbieri_Pre-General-Election-Disclosure_doc6920.pdf,6920,v3,medium,taylorsville_form/vision,0
Anna Barbieri,Council,District 3,2021,2021-10-26,pre_general,2021-06-16,SLCC,Slcc,T-Shirts,980.01,False,False,raw/2021_campaign_Anna-Barbieri_Pre-General-Election-Disclosure_doc6920.pdf,6920,v4,medium,taylorsville_form/vision,0
Anna Barbieri,Council,District 3,2021,2021-12-02,final,2021-06-25,SLCC Printing,Slcc Printing,yard signs,120.74,False,False,raw/2021_campaign_Anna-Barbieri_Final-Financial-Disclosure_doc7001.pdf,7001,v1,high,taylorsville_form/vision,0
Anna Barbieri,Council,District 3,2021,2021-12-02,final,2021-06-28,Highland Golf Cart,Highland Golf Cart,Golf cart rental/parade,214.90,False,False,raw/2021_campaign_Anna-Barbieri_Final-Financial-Disclosure_doc7001.pdf,7001,v2,high,taylorsville_form/vision,0
Anna Barbieri,Council,District 3,2021,2021-12-02,final,2021-07-02,Lisa Dodge,Lisa Dodge,Golf cart decoration,800.00,False,False,raw/2021_campaign_Anna-Barbieri_Final-Financial-Disclosure_doc7001.pdf,7001,v3,high,taylorsville_form/vision,0
Anna Barbieri,Council,District 3,2021,2021-12-02,final,2021-06-16,SLCC,Slcc,T-Shirts,980.01,False,False,raw/2021_campaign_Anna-Barbieri_Final-Financial-Disclosure_doc7001.pdf,7001,v4,high,taylorsville_form/vision,0
Kristie Overson,Mayor,,,2021-03-01,annual-2021-6220,2020-12-11,Snap Shop,Snap Shop,Headshot,88.80,False,True,raw/2021_annual_Kristie-Overson_Annual-Financial-Statement_doc6220.pdf,6220,v1,medium,taylorsville_form/vision,0
Kristie Overson,Mayor,,2021,2021-10-26,pre_general,2021-04-13,Name Cheap,Name Cheap,Domain name,60.64,False,True,raw/2021_campaign_Kristie-Overson_Pre-General-Election-Disclosure_doc6918.pdf,6918,v1,high,taylorsville_form/vision,0
Kristie Overson,Mayor,,2021,2021-10-26,pre_general,2021-05-12,Taylorsville Arts Council,Taylorsville Arts Council,TDayzz booth,200.00,False,True,raw/2021_campaign_Kristie-Overson_Pre-General-Election-Disclosure_doc6918.pdf,6918,v2,high,taylorsville_form/vision,0
Kristie Overson,Mayor,,2021,2021-10-26,pre_general,2021-05-14,Name Cheap,Name Cheap,Domain name,13.16,False,True,raw/2021_campaign_Kristie-Overson_Pre-General-Election-Disclosure_doc6918.pdf,6918,v3,high,taylorsville_form/vision,0
Kristie Overson,Mayor,,2021,2021-10-26,pre_general,2021-06-01,Taylorsville City,Taylorsville City,Filing fee,50.00,False,True,raw/2021_campaign_Kristie-Overson_Pre-General-Election-Disclosure_doc6918.pdf,6918,v4,high,taylorsville_form/vision,0
Kristie Overson,Mayor,,2021,2021-10-26,pre_general,2021-06-23,Alinco,Alinco,Tshirts,332.45,False,True,raw/2021_campaign_Kristie-Overson_Pre-General-Election-Disclosure_doc6918.pdf,6918,v5,high,taylorsville_form/vision,0
Kristie Overson,Mayor,,2021,2021-10-26,pre_general,2021-07-21,Great Harvest,Great Harvest,Lunch for Volunteers,100.22,False,True,raw/2021_campaign_Kristie-Overson_Pre-General-Election-Disclosure_doc6918.pdf,6918,v6,high,taylorsville_form/vision,0
Kristie Overson,Mayor,,2021,2021-10-26,pre_general,2021-09-13,Barbara Stallone,Barbara Stallone,TDayzz supplies,311.98,False,True,raw/2021_campaign_Kristie-Overson_Pre-General-Election-Disclosure_doc6918.pdf,6918,v7,high,taylorsville_form/vision,0
Larry Johnson,Council,District 5,2021,2021-08-02,primary_initial,,Taylorsville City,Taylorsville City,Filing Fee,100.00,False,True,raw/2021_campaign_Larry-Johnson_Primary-Election-Initial-Disclosure_doc6712.pdf,6712,v1,medium,taylorsville_form/vision,0
Larry Johnson,Council,District 5,2021,2021-08-02,primary_initial,,America First,America First,checks,20.00,False,True,raw/2021_campaign_Larry-Johnson_Primary-Election-Initial-Disclosure_doc6712.pdf,6712,v2,medium,taylorsville_form/vision,0
Larry Johnson,Council,District 5,2021,2021-08-02,primary_initial,,Regional Supply,Regional Supply,sign-hangars,55.84,False,True,raw/2021_campaign_Larry-Johnson_Primary-Election-Initial-Disclosure_doc6712.pdf,6712,v3,medium,taylorsville_form/vision,0
Larry Johnson,Council,District 5,2021,2021-08-02,primary_initial,,Sign Makers,Sign Makers,Signs,193.68,False,True,raw/2021_campaign_Larry-Johnson_Primary-Election-Initial-Disclosure_doc6712.pdf,6712,v4,medium,taylorsville_form/vision,0
Larry Johnson,Council,District 5,2021,2021-08-02,primary_initial,,Sign Makers,Sign Makers,Signs,71.02,False,True,raw/2021_campaign_Larry-Johnson_Primary-Election-Initial-Disclosure_doc6712.pdf,6712,v5,medium,taylorsville_form/vision,0
Larry Johnson,Council,District 5,2021,2021-08-02,primary_initial,,Winco,Winco,candy parade,42.99,False,True,raw/2021_campaign_Larry-Johnson_Primary-Election-Initial-Disclosure_doc6712.pdf,6712,v6,medium,taylorsville_form/vision,0
Larry Johnson,Council,District 5,2021,2021-08-02,primary_initial,,Winco,Winco,candy,25.75,False,True,raw/2021_campaign_Larry-Johnson_Primary-Election-Initial-Disclosure_doc6712.pdf,6712,v7,medium,taylorsville_form/vision,0
Larry Johnson,Council,District 5,2021,2021-08-02,primary_initial,,Sign Makers,Sign Makers,Sign (1),48.42,False,True,raw/2021_campaign_Larry-Johnson_Primary-Election-Initial-Disclosure_doc6712.pdf,6712,v8,medium,taylorsville_form/vision,0
Larry Johnson,Council,District 5,2021,2021-08-02,primary_initial,,Sign Makers,Sign Makers,Signs,204.44,False,True,raw/2021_campaign_Larry-Johnson_Primary-Election-Initial-Disclosure_doc6712.pdf,6712,v9,medium,taylorsville_form/vision,0
Larry Johnson,Council,District 5,2021,2021-08-02,primary_initial,,Sign Makers,Sign Makers,Signs,96.84,False,True,raw/2021_campaign_Larry-Johnson_Primary-Election-Initial-Disclosure_doc6712.pdf,6712,v10,medium,taylorsville_form/vision,0
Larry Johnson,Council,District 5,2021,2021-08-02,primary_initial,,Sign Makers,Sign Makers,Signs,124.82,False,True,raw/2021_campaign_Larry-Johnson_Primary-Election-Initial-Disclosure_doc6712.pdf,6712,v11,medium,taylorsville_form/vision,0
Larry Johnson,Council,District 5,2021,2021-08-02,primary_initial,,Economy Signs,Economy Signs,Signs,430.47,False,True,raw/2021_campaign_Larry-Johnson_Primary-Election-Initial-Disclosure_doc6712.pdf,6712,v12,medium,taylorsville_form/vision,0
Larry Johnson,Council,District 5,2021,2021-08-02,primary_initial,,Sign Makers,Sign Makers,Signs,53.80,False,True,raw/2021_campaign_Larry-Johnson_Primary-Election-Initial-Disclosure_doc6712.pdf,6712,v13,medium,taylorsville_form/vision,0
Larry Johnson,Council,District 5,2021,2021-08-02,primary_initial,,Regional Supply,Regional Supply,Hangers,55.84,False,True,raw/2021_campaign_Larry-Johnson_Primary-Election-Initial-Disclosure_doc6712.pdf,6712,v14,medium,taylorsville_form/vision,0
Larry Johnson,Council,District 5,2021,2021-08-02,primary_initial,,Sign Makers,Sign Makers,Signs,53.80,False,True,raw/2021_campaign_Larry-Johnson_Primary-Election-Initial-Disclosure_doc6712.pdf,6712,v15,medium,taylorsville_form/vision,0
Larry Johnson,Council,District 5,2021,2021-08-02,primary_initial,,Economy Signs,Economy Signs,Signs,200.00,False,True,raw/2021_campaign_Larry-Johnson_Primary-Election-Initial-Disclosure_doc6712.pdf,6712,v16,medium,taylorsville_form/vision,0
Larry Johnson,Council,District 5,2021,2021-08-02,primary_initial,,Sign Maker's,Sign Maker's,Signs,269.00,False,True,raw/2021_campaign_Larry-Johnson_Primary-Election-Initial-Disclosure_doc6712.pdf,6712,v17,medium,taylorsville_form/vision,0
Larry Johnson,Council,District 5,2021,2021-08-02,primary_initial,,Sign Makers,Sign Makers,Signs,51.65,False,True,raw/2021_campaign_Larry-Johnson_Primary-Election-Initial-Disclosure_doc6712.pdf,6712,v18,medium,taylorsville_form/vision,0
Larry Johnson,Council,District 5,2021,2021-10-26,pre_general,2021-08-23,Costco,Costco,Envelopes,35.36,False,True,raw/2021_campaign_Larry-Johnson_Pre-General-Election-Disclosure_doc6912.pdf,6912,v1,medium,taylorsville_form/vision,0
Larry Johnson,Council,District 5,2021,2021-10-26,pre_general,2021-08-20,Harbor Freight,Harbor Freight,Sign Ties,5.98,False,True,raw/2021_campaign_Larry-Johnson_Pre-General-Election-Disclosure_doc6912.pdf,6912,v2,medium,taylorsville_form/vision,0
Larry Johnson,Council,District 5,2021,2021-10-26,pre_general,2021-08-23,Lyman Printing,Lyman Printing,Stamp,34.00,False,True,raw/2021_campaign_Larry-Johnson_Pre-General-Election-Disclosure_doc6912.pdf,6912,v3,medium,taylorsville_form/vision,0
Larry Johnson,Council,District 5,2021,2021-10-26,pre_general,2021-08-25,U.S. Postal Service,U.S. Postal Service,Mailing Permit,245.00,False,True,raw/2021_campaign_Larry-Johnson_Pre-General-Election-Disclosure_doc6912.pdf,6912,v4,medium,taylorsville_form/vision,0
Larry Johnson,Council,District 5,2021,2021-10-26,pre_general,2021-08-26,U.S. Postal Service,U.S. Postal Service,Permit Stamps,300.00,False,True,raw/2021_campaign_Larry-Johnson_Pre-General-Election-Disclosure_doc6912.pdf,6912,v5,medium,taylorsville_form/vision,0
Larry Johnson,Council,District 5,2021,2021-10-26,pre_general,2021-08-30,Sign Maker,Sign Maker,Signs,154.94,False,True,raw/2021_campaign_Larry-Johnson_Pre-General-Election-Disclosure_doc6912.pdf,6912,v6,medium,taylorsville_form/vision,0
Larry Johnson,Council,District 5,2021,2021-10-26,pre_general,2021-09-02,Lyman Printing,Lyman Printing,Stamp Ink,18.00,False,True,raw/2021_campaign_Larry-Johnson_Pre-General-Election-Disclosure_doc6912.pdf,6912,v7,medium,taylorsville_form/vision,0
Larry Johnson,Council,District 5,2021,2021-10-26,pre_general,2021-09-13,Lyman Printing,Lyman Printing,Stamp Ink,20.40,False,True,raw/2021_campaign_Larry-Johnson_Pre-General-Election-Disclosure_doc6912.pdf,6912,v8,medium,taylorsville_form/vision,0
Larry Johnson,Council,District 5,2021,2021-10-26,pre_general,2021-09-18,Costco,Costco,Envelopes,23.58,False,True,raw/2021_campaign_Larry-Johnson_Pre-General-Election-Disclosure_doc6912.pdf,6912,v9,medium,taylorsville_form/vision,0
Larry Johnson,Council,District 5,2021,2021-10-26,pre_general,2021-09-20,Sign Maker,Sign Maker,Signs,31.11,False,True,raw/2021_campaign_Larry-Johnson_Pre-General-Election-Disclosure_doc6912.pdf,6912,v10,medium,taylorsville_form/vision,0
Larry Johnson,Council,District 5,2021,2021-10-26,pre_general,2021-09-29,Gray Print Media,Gray Print Media,Brochures & Envelopes,1392.11,False,True,raw/2021_campaign_Larry-Johnson_Pre-General-Election-Disclosure_doc6912.pdf,6912,v11,medium,taylorsville_form/vision,0
Larry Johnson,Council,District 5,2021,2021-10-26,pre_general,2021-10-01,U.S. Postal Service,U.S. Postal Service,Stamps/tape,15.59,False,True,raw/2021_campaign_Larry-Johnson_Pre-General-Election-Disclosure_doc6912.pdf,6912,v12,medium,taylorsville_form/vision,0
Larry Johnson,Council,District 5,2021,2021-10-26,pre_general,2021-10-01,Sign Makers,Sign Makers,Signs,107.60,False,True,raw/2021_campaign_Larry-Johnson_Pre-General-Election-Disclosure_doc6912.pdf,6912,v13,medium,taylorsville_form/vision,0
Larry Johnson,Council,District 5,2021,2021-10-26,pre_general,2021-10-04,U.S. Postal Service,U.S. Postal Service,Mailings,423.16,False,True,raw/2021_campaign_Larry-Johnson_Pre-General-Election-Disclosure_doc6912.pdf,6912,v14,medium,taylorsville_form/vision,0
Larry Johnson,Council,District 5,2021,2021-10-26,pre_general,2021-10-05,U.S. Postal Service,U.S. Postal Service,Stamps/tape,19.58,False,True,raw/2021_campaign_Larry-Johnson_Pre-General-Election-Disclosure_doc6912.pdf,6912,v15,medium,taylorsville_form/vision,0
Larry Johnson,Council,District 5,2021,2021-10-26,pre_general,2021-10-05,Sign Makers,Sign Makers,Signs,32.28,False,True,raw/2021_campaign_Larry-Johnson_Pre-General-Election-Disclosure_doc6912.pdf,6912,v16,medium,taylorsville_form/vision,0
